Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Admission_grade,Curricular_units_2nd_sem_evaluations,Age_at_enrollment,Previous_qualification_grade,Curricular_units_1st_sem_evaluations,Tuition_fees_up_to_date,Status
6,11.833333333333334,6,11.666666666666666,128.5,10,18,140.0,7,Yes,Graduate
2,10.0,3,12.666666666666666,128.5,12,19,146.0,13,Yes,Dropout
4,11.0,3,10.333333333333334,112.0,9,20,112.0,10,Yes,Enrolled
7,13.714285714285714,8,13.5,142.5,16,22,140.0,18,Yes,Graduate
5,13.98,5,13.98,133.0,8,19,136.0,8,Yes,Enrolled
6,15.75,6,16.153846153846153,106.0,10,21,133.1,13,Yes,Graduate
6,14.033333333333331,6,14.033333333333331,125.5,7,21,136.0,7,Yes,Graduate
5,11.2,1,11.0,131.2,6,19,134.0,8,Yes,Enrolled
6,13.666666666666666,7,13.857142857142858,112.9,8,19,122.0,8,Yes,Graduate
7,13.414285714285716,7,13.414285714285716,124.8,8,18,138.0,8,Yes,Dropout
7,13.571428571428571,11,13.545454545454543,140.9,7,50,160.0,11,Yes,Graduate
4,10.833333333333334,4,11.25,148.0,10,31,130.0,11,Yes,Enrolled
6,14.428571428571429,6,13.833333333333334,148.4,7,19,161.0,6,Yes,Graduate
5,12.857142857142858,5,12.0,129.7,9,35,140.0,8,Yes,Graduate
0,0.0,0,0.0,128.2,0,31,133.1,0,Yes,Dropout
10,12.8,10,11.9,104.0,14,42,133.1,14,Yes,Enrolled
0,0.0,0,0.0,119.9,0,34,130.0,5,No,Dropout
8,15.287499999999998,7,15.135714285714286,141.0,8,18,152.0,7,Yes,Graduate
6,13.333333333333334,7,12.285714285714286,116.6,8,18,125.0,7,No,Enrolled
2,13.5,5,12.666666666666666,140.0,15,21,140.0,16,Yes,Enrolled
6,10.978571428571428,5,12.74,140.0,12,26,133.1,13,Yes,Dropout
8,13.75,6,13.25,100.0,8,20,170.0,8,Yes,Enrolled
3,10.333333333333334,3,10.333333333333334,121.0,12,19,135.0,13,Yes,Enrolled
6,13.166666666666666,6,13.428571428571429,117.0,6,19,125.0,7,Yes,Graduate
8,11.11111111111111,9,12.555555555555555,140.2,14,20,140.0,19,Yes,Graduate
6,11.166666666666666,6,11.5,129.3,7,19,124.0,8,Yes,Graduate
6,12.333333333333334,6,13.666666666666666,145.3,9,18,140.0,6,Yes,Graduate
10,12.0,11,11.272727272727272,146.2,16,28,130.0,16,Yes,Graduate
5,12.4,5,13.166666666666666,122.5,8,22,134.0,10,Yes,Enrolled
6,14.166666666666666,6,14.666666666666666,156.1,6,21,160.0,6,Yes,Graduate
1,11.0,4,12.75,140.0,19,21,140.0,11,Yes,Enrolled
5,12.14,5,11.2,140.0,13,26,150.0,11,Yes,Enrolled
5,11.4,5,13.0,128.4,8,18,141.0,8,No,Dropout
2,12.333333333333334,2,10.5,115.0,8,20,120.0,8,No,Dropout
6,14.0,6,14.857142857142858,158.7,7,18,166.0,7,Yes,Graduate
7,12.86,7,12.86,124.5,11,19,147.0,11,Yes,Graduate
11,12.0,11,11.727272727272728,111.9,14,20,121.0,12,Yes,Graduate
3,12.0,6,13.142857142857142,150.0,10,22,150.0,11,Yes,Graduate
4,13.714285714285714,5,11.8,114.2,9,18,124.0,6,Yes,Dropout
0,0.0,3,10.666666666666666,96.0,9,19,96.0,10,Yes,Dropout
4,11.2,5,11.6,128.9,8,18,125.0,9,Yes,Enrolled
3,10.333333333333334,3,10.333333333333334,121.7,12,20,136.0,13,Yes,Enrolled
3,11.0,4,12.25,114.8,11,19,120.0,11,Yes,Enrolled
4,12.75,6,12.0,127.0,7,19,128.0,6,Yes,Enrolled
7,14.731428571428571,7,14.731428571428571,131.3,8,19,142.0,8,Yes,Graduate
0,0.0,0,0.0,137.1,0,18,135.0,0,Yes,Graduate
12,14.25,13,13.615384615384617,120.0,12,21,120.0,14,Yes,Graduate
5,14.8,5,15.8,139.0,5,27,140.0,5,Yes,Graduate
6,14.571428571428571,6,14.666666666666666,129.1,7,19,135.0,6,Yes,Graduate
0,0.0,0,0.0,128.2,5,25,133.1,5,Yes,Dropout
7,14.654285714285717,7,14.654285714285717,120.8,8,18,137.0,8,Yes,Graduate
7,12.401428571428571,7,12.401428571428571,135.8,8,24,122.0,8,Yes,Graduate
7,14.071428571428571,7,11.5875,118.9,9,20,128.0,8,Yes,Graduate
5,15.6,5,14.0,140.0,5,26,140.0,5,Yes,Graduate
6,11.833333333333334,6,12.333333333333334,127.1,6,20,132.0,9,Yes,Graduate
5,15.4,5,14.0,137.0,6,18,131.0,5,Yes,Graduate
6,12.375,6,15.23076923076923,127.4,10,19,126.0,13,Yes,Graduate
3,11.0,5,11.6,97.0,9,23,133.1,9,Yes,Dropout
6,11.6,6,11.6,126.3,7,18,136.0,7,Yes,Graduate
0,0.0,0,0.0,127.5,0,18,140.0,0,Yes,Dropout
8,13.094444444444443,7,12.901428571428571,126.6,9,19,135.0,7,Yes,Graduate
5,14.8,7,14.142857142857142,120.0,5,30,160.0,9,Yes,Graduate
0,0.0,0,0.0,140.0,0,29,140.0,0,Yes,Dropout
8,13.25375,8,13.25375,131.5,8,19,140.0,8,Yes,Graduate
8,14.1,7,13.785714285714286,112.2,8,20,115.0,7,Yes,Graduate
6,13.916666666666666,6,13.916666666666666,150.5,7,20,144.0,7,Yes,Graduate
6,13.571428571428571,6,13.5,121.0,9,19,128.0,8,Yes,Graduate
2,10.666666666666666,3,11.333333333333334,112.2,12,20,116.0,8,Yes,Enrolled
0,0.0,0,0.0,129.4,12,21,135.0,8,Yes,Dropout
4,14.6,5,11.5,114.4,9,19,121.0,10,Yes,Graduate
7,12.082857142857142,7,12.082857142857142,120.3,8,18,134.0,8,Yes,Graduate
5,12.8,6,11.833333333333334,120.0,10,27,120.0,8,Yes,Graduate
5,12.4,5,13.4,114.5,5,19,125.0,6,Yes,Graduate
0,0.0,0,0.0,127.8,7,19,141.0,7,Yes,Dropout
6,14.571428571428571,5,14.2,124.6,7,19,140.0,7,Yes,Graduate
7,13.814285714285717,7,13.814285714285717,130.3,8,18,144.0,8,Yes,Graduate
6,10.5,4,11.25,118.2,6,20,122.0,10,Yes,Enrolled
6,13.666666666666666,6,14.5,118.8,8,18,130.0,6,Yes,Graduate
0,0.0,0,0.0,133.0,0,19,133.1,0,Yes,Dropout
6,11.3,6,11.3,129.0,7,36,133.1,7,Yes,Graduate
1,16.0,0,0.0,100.0,4,18,147.0,2,Yes,Enrolled
3,12.0,1,12.0,120.7,9,18,127.0,11,Yes,Enrolled
7,12.3,7,12.3,132.5,9,19,136.0,9,Yes,Graduate
7,12.694285714285714,7,12.694285714285714,120.3,8,18,127.0,8,Yes,Graduate
4,11.0,4,11.0,114.6,5,18,123.0,5,Yes,Graduate
6,14.166666666666666,6,13.0,116.5,6,19,128.0,6,Yes,Graduate
8,16.05,7,14.4125,127.8,8,19,128.0,8,Yes,Graduate
8,14.0625,7,12.92875,129.9,8,18,140.0,8,Yes,Dropout
5,12.8,6,13.333333333333334,118.9,10,20,121.0,6,Yes,Graduate
5,12.8,5,12.8,114.3,9,20,122.0,8,Yes,Enrolled
7,14.402857142857142,7,14.402857142857142,114.8,8,20,126.0,8,Yes,Graduate
7,13.381428571428572,7,13.381428571428572,123.0,8,18,135.0,8,Yes,Graduate
8,13.98375,7,14.13125,122.1,8,18,131.0,8,Yes,Graduate
5,12.6,5,11.714285714285714,123.7,6,19,140.0,11,Yes,Graduate
4,11.25,5,11.8,132.4,8,19,131.0,5,Yes,Enrolled
2,11.0,6,11.166666666666666,114.8,15,44,130.0,9,Yes,Graduate
0,0.0,0,0.0,130.0,6,32,130.0,7,Yes,Dropout
5,12.0,5,13.6,122.3,8,22,140.0,9,Yes,Dropout
11,14.090909090909092,12,13.846153846153848,152.4,18,36,130.0,14,Yes,Graduate
6,13.333333333333334,6,12.5,120.1,8,18,125.0,7,Yes,Graduate
5,14.6,5,16.4,155.1,5,20,160.0,5,Yes,Graduate
11,13.454545454545457,11,13.818181818181818,124.5,11,20,130.0,11,Yes,Graduate
4,10.5,5,10.6,126.9,11,19,144.0,8,Yes,Graduate
5,12.2,5,10.2,153.2,6,24,133.1,8,Yes,Graduate
4,10.4,5,10.6,129.8,11,20,148.0,11,Yes,Enrolled
5,10.8,9,11.444444444444445,135.0,11,27,133.1,10,Yes,Dropout
8,12.625,5,14.333333333333334,131.3,8,20,133.0,9,Yes,Enrolled
13,13.266666666666667,16,13.0,125.2,15,23,129.0,18,Yes,Graduate
8,13.31,8,13.31,141.3,9,18,144.0,9,Yes,Graduate
5,12.2,5,10.571428571428571,117.1,9,18,120.0,10,Yes,Graduate
7,13.487142857142857,7,13.487142857142857,126.5,8,20,144.0,8,Yes,Graduate
6,11.833333333333334,6,12.333333333333334,120.1,7,20,132.0,6,Yes,Graduate
5,12.833333333333334,6,11.875,128.4,9,23,142.0,11,Yes,Dropout
6,13.966666666666669,6,13.966666666666669,140.0,7,20,136.0,7,Yes,Graduate
0,0.0,0,0.0,110.0,10,28,133.1,10,No,Dropout
5,12.8,4,11.5,116.8,5,21,122.0,8,Yes,Graduate
0,0.0,2,12.5,104.5,0,21,133.1,2,Yes,Dropout
0,0.0,0,0.0,140.0,0,28,140.0,0,Yes,Dropout
7,13.225,6,11.98,113.2,11,18,117.0,10,Yes,Graduate
5,11.8,5,13.2,118.6,7,21,128.0,8,Yes,Enrolled
8,14.0375,6,11.614285714285714,123.8,8,19,136.0,10,Yes,Graduate
7,14.314285714285717,7,14.314285714285717,126.7,8,18,141.0,8,Yes,Graduate
0,0.0,0,0.0,133.8,0,19,130.0,0,Yes,Dropout
2,13.0,6,12.666666666666666,140.0,12,20,140.0,9,Yes,Enrolled
7,12.128571428571428,6,12.766666666666666,100.6,10,20,102.0,9,Yes,Graduate
5,12.2,6,12.666666666666666,132.7,7,18,126.0,7,Yes,Graduate
4,10.571428571428571,6,11.5,106.6,10,20,125.0,7,Yes,Dropout
4,11.75,5,11.4,140.4,14,31,120.0,13,Yes,Dropout
8,14.4775,7,14.70625,128.3,8,19,132.0,8,Yes,Graduate
7,13.542857142857144,6,11.814285714285717,118.6,8,19,128.0,9,Yes,Graduate
6,11.875,6,13.0,123.4,8,23,115.0,8,Yes,Graduate
6,13.333333333333334,6,14.857142857142858,124.0,6,19,125.0,7,Yes,Graduate
6,12.6,6,12.6,121.3,7,20,137.0,7,Yes,Graduate
4,11.4,5,13.333333333333334,101.0,17,22,101.0,9,Yes,Enrolled
6,12.833333333333334,6,10.666666666666666,116.9,12,18,126.0,10,Yes,Enrolled
1,11.0,2,11.5,130.0,5,27,130.0,6,No,Dropout
0,0.0,1,10.0,120.0,0,29,100.0,9,Yes,Dropout
5,12.2,5,11.8,130.4,10,18,122.0,10,Yes,Graduate
6,12.666666666666666,5,11.8,118.7,6,18,126.0,7,Yes,Graduate
8,12.77125,8,12.77125,131.5,8,18,128.0,8,Yes,Graduate
5,12.6,3,11.333333333333334,120.4,8,20,134.0,13,Yes,Enrolled
5,14.6,6,12.666666666666666,129.1,7,18,128.0,6,Yes,Graduate
4,10.833333333333334,5,12.2,132.0,11,18,125.0,10,No,Enrolled
0,0.0,1,12.0,130.0,10,28,130.0,9,No,Dropout
7,11.721428571428572,7,11.721428571428572,132.8,12,18,135.0,12,Yes,Graduate
3,12.525,4,14.0,143.7,14,27,133.1,12,Yes,Enrolled
5,13.8,7,14.75,152.8,12,26,140.0,9,Yes,Enrolled
6,13.666666666666666,6,12.666666666666666,133.5,6,18,138.0,6,Yes,Graduate
5,14.0,4,13.0,146.2,6,18,150.0,12,Yes,Dropout
0,0.0,0,0.0,115.2,5,21,125.0,6,Yes,Dropout
0,0.0,4,10.75,120.7,9,18,121.0,8,Yes,Enrolled
0,0.0,0,0.0,101.8,10,32,120.0,5,No,Dropout
4,11.75,4,12.5,100.0,7,28,140.0,6,Yes,Graduate
0,0.0,0,0.0,121.9,0,40,100.0,4,No,Dropout
0,0.0,0,0.0,120.4,4,39,140.0,5,No,Dropout
0,0.0,0,0.0,120.4,0,39,140.0,0,No,Dropout
5,12.4,6,12.5,148.8,15,50,120.0,7,Yes,Graduate
3,11.666666666666666,5,12.8,123.0,9,23,138.0,10,Yes,Dropout
1,11.0,1,10.0,100.0,11,48,133.1,11,Yes,Dropout
5,10.2,4,11.25,112.1,10,23,118.0,11,Yes,Dropout
7,12.61,7,12.61,126.8,8,18,135.0,8,Yes,Graduate
5,12.6,2,12.0,115.9,6,18,130.0,14,Yes,Graduate
6,13.5,5,13.0,132.5,7,20,150.0,9,No,Graduate
5,13.0,4,12.0,132.2,8,18,149.0,9,Yes,Graduate
0,0.0,4,12.0,183.5,8,18,180.0,8,Yes,Dropout
1,11.0,1,12.0,136.0,9,31,133.1,12,Yes,Dropout
3,10.5,1,12.0,100.9,6,24,133.1,9,Yes,Enrolled
0,0.0,0,0.0,114.5,0,24,145.0,0,Yes,Graduate
0,0.0,0,0.0,110.3,9,26,110.0,5,No,Dropout
4,11.75,5,13.625,137.2,9,18,154.0,11,Yes,Dropout
3,11.666666666666666,3,11.666666666666666,116.9,10,19,126.0,12,Yes,Enrolled
0,0.0,0,0.0,121.8,0,22,133.0,0,Yes,Dropout
7,11.69,7,11.69,127.3,8,18,145.0,8,Yes,Graduate
0,0.0,0,0.0,120.0,12,20,120.0,11,No,Dropout
0,0.0,0,0.0,150.0,0,25,150.0,0,Yes,Graduate
5,11.285714285714286,4,11.5,100.0,11,24,150.0,10,Yes,Graduate
0,0.0,1,14.0,150.0,0,27,150.0,10,Yes,Dropout
5,12.4,5,11.0,116.9,7,21,127.0,7,Yes,Graduate
6,13.166666666666666,6,12.857142857142858,140.0,6,21,140.0,7,Yes,Graduate
6,11.333333333333334,4,12.5,122.1,6,19,128.0,9,Yes,Dropout
8,15.018181818181818,7,14.528571428571428,160.0,11,28,127.0,7,Yes,Graduate
2,12.0,5,10.0,118.4,10,20,117.0,8,Yes,Enrolled
6,12.625,6,13.0,150.0,10,21,150.0,8,Yes,Graduate
8,15.188888888888888,7,15.957142857142856,144.9,9,18,154.0,7,Yes,Graduate
5,12.6,5,13.2,121.1,8,18,127.0,6,Yes,Enrolled
3,11.0,4,10.2,121.8,6,20,133.0,9,Yes,Enrolled
2,13.5,5,14.2,146.8,5,25,120.0,6,Yes,Enrolled
2,14.5,6,12.625,138.0,11,22,133.1,8,Yes,Enrolled
6,13.496666666666668,6,13.496666666666668,138.0,11,18,149.0,11,Yes,Enrolled
5,11.0,5,13.25,116.3,8,19,125.0,8,Yes,Graduate
3,12.0,3,12.0,122.5,10,19,126.0,12,Yes,Dropout
4,13.75,4,13.0,115.0,9,25,133.1,10,No,Dropout
3,13.666666666666666,9,11.77777777777778,115.0,11,21,115.0,12,Yes,Dropout
0,0.0,2,11.0,119.8,10,19,117.0,10,Yes,Dropout
0,0.0,0,0.0,95.0,5,20,133.1,14,Yes,Dropout
6,10.857142857142858,14,12.428571428571429,150.0,13,25,150.0,16,Yes,Dropout
3,12.0,3,11.0,117.8,11,20,130.0,8,Yes,Enrolled
0,0.0,0,0.0,144.2,0,18,161.0,0,Yes,Graduate
3,10.666666666666666,3,11.5,130.0,12,23,130.0,12,Yes,Enrolled
8,12.5075,8,12.5075,128.2,8,23,111.0,8,Yes,Graduate
11,12.0,11,12.090909090909092,135.3,14,21,140.0,18,Yes,Graduate
3,12.666666666666666,2,11.0,143.9,9,20,132.0,14,Yes,Enrolled
2,11.333333333333334,1,10.0,140.7,8,25,139.0,13,Yes,Dropout
5,13.2,6,13.5,130.4,9,18,132.0,6,Yes,Graduate
6,13.625,6,14.166666666666666,123.2,8,22,119.0,6,Yes,Graduate
6,14.714285714285714,6,14.0,118.0,7,27,133.1,7,Yes,Graduate
0,0.0,0,0.0,120.0,5,25,133.1,4,Yes,Dropout
3,11.333333333333334,3,11.666666666666666,118.9,10,18,129.0,9,Yes,Dropout
5,14.2,5,14.6,117.2,5,20,128.0,7,Yes,Graduate
5,11.5,5,13.0,120.0,13,27,120.0,10,Yes,Graduate
6,12.0,6,12.166666666666666,118.1,9,20,130.0,7,Yes,Graduate
1,12.0,0,0.0,124.8,5,22,130.0,9,Yes,Dropout
3,10.8,3,10.5,106.5,11,19,111.0,10,Yes,Dropout
5,10.833333333333334,3,12.4,116.8,8,20,121.0,14,Yes,Enrolled
0,0.0,0,0.0,109.3,0,19,117.0,0,Yes,Graduate
0,0.0,0,0.0,120.0,8,29,133.1,12,No,Dropout
7,13.828571428571427,7,13.828571428571427,137.5,8,19,149.0,8,Yes,Graduate
5,10.2,5,10.6,150.0,6,28,172.0,7,Yes,Enrolled
6,11.666666666666666,6,11.5,120.4,6,20,134.0,7,Yes,Graduate
6,13.625,4,13.5,136.7,8,20,136.0,6,Yes,Graduate
0,0.0,0,0.0,118.5,0,31,133.1,12,Yes,Dropout
7,12.614285714285714,7,12.5375,133.0,9,18,141.0,8,Yes,Graduate
6,13.285714285714286,6,14.833333333333334,128.8,8,19,141.0,6,Yes,Enrolled
4,12.8,4,12.0,133.0,9,18,148.0,10,Yes,Graduate
5,11.6,5,11.8,102.0,8,19,102.0,8,Yes,Graduate
5,15.2,5,15.0,133.9,5,18,143.0,5,Yes,Graduate
5,13.2,3,12.0,127.0,7,19,120.0,7,Yes,Graduate
6,12.285714285714286,6,12.833333333333334,120.4,7,18,121.0,6,Yes,Graduate
3,12.0,6,11.666666666666666,124.5,14,19,122.0,12,Yes,Graduate
8,13.825,7,12.1625,123.9,8,19,122.0,9,Yes,Graduate
6,14.555555555555555,6,13.833333333333334,117.8,11,18,123.0,6,Yes,Graduate
5,11.7,4,12.45,126.7,11,19,133.0,12,Yes,Enrolled
6,13.571428571428571,6,12.125,110.0,7,20,110.0,9,Yes,Graduate
4,13.0,5,13.4,134.7,10,20,155.0,8,Yes,Enrolled
5,14.0,6,13.333333333333334,113.2,8,20,119.0,8,Yes,Enrolled
11,11.545454545454543,11,11.454545454545457,141.0,16,29,120.0,15,Yes,Dropout
3,10.0,4,12.0,111.5,14,20,133.1,10,No,Dropout
5,12.6,6,12.666666666666666,140.0,9,31,143.0,8,No,Dropout
6,13.77777777777778,6,12.666666666666666,134.3,9,20,149.0,7,Yes,Graduate
13,11.461538461538462,18,11.88888888888889,125.3,13,21,133.0,22,Yes,Graduate
0,0.0,0,0.0,140.0,0,23,140.0,0,Yes,Dropout
4,11.6,4,13.0,119.6,8,21,122.0,6,No,Dropout
8,15.744444444444444,7,16.885714285714283,170.0,9,24,170.0,7,Yes,Graduate
6,12.333333333333334,6,12.5,150.5,6,27,120.0,6,Yes,Graduate
8,15.8125,7,13.055555555555555,128.0,8,18,143.0,9,Yes,Graduate
0,0.0,0,0.0,108.7,0,21,115.0,0,No,Dropout
0,0.0,0,0.0,121.6,5,19,123.0,7,Yes,Dropout
7,12.355714285714283,7,12.355714285714283,125.3,8,19,131.0,8,Yes,Graduate
0,0.0,0,0.0,117.6,0,18,127.0,0,Yes,Dropout
5,11.98,5,11.98,124.3,8,18,126.0,8,Yes,Enrolled
7,12.571428571428571,7,13.857142857142858,106.1,8,20,112.0,7,Yes,Graduate
6,14.166666666666666,5,13.0,139.9,6,24,150.0,9,Yes,Graduate
6,11.166666666666666,6,12.833333333333334,110.8,10,20,116.0,6,Yes,Graduate
5,13.2,4,11.0,118.0,7,20,118.0,11,Yes,Enrolled
7,12.357142857142858,7,12.357142857142858,117.8,8,19,130.0,8,Yes,Graduate
7,13.857142857142858,7,13.857142857142858,127.5,8,18,144.0,8,Yes,Graduate
6,10.666666666666666,6,12.333333333333334,129.7,6,20,105.0,6,Yes,Graduate
8,13.788888888888888,7,12.847142857142858,130.6,10,20,143.0,8,Yes,Graduate
8,13.01875,6,12.339999999999998,126.3,9,19,137.0,9,Yes,Graduate
4,11.75,5,12.666666666666666,140.0,19,19,140.0,10,Yes,Enrolled
6,12.5,6,13.833333333333334,105.0,6,20,133.1,6,Yes,Graduate
2,10.0,2,10.75,114.6,11,19,116.0,15,Yes,Dropout
4,10.25,4,13.25,114.6,10,19,117.0,11,Yes,Dropout
8,13.73125,8,13.73125,131.0,8,18,137.0,8,Yes,Graduate
3,12.666666666666666,6,13.333333333333334,109.0,8,23,116.0,6,Yes,Dropout
5,10.8,5,12.0,132.0,9,21,133.1,8,Yes,Dropout
6,11.333333333333334,9,10.88888888888889,130.0,10,23,130.0,10,Yes,Graduate
8,13.811111111111112,7,13.025,109.5,9,19,106.0,8,Yes,Graduate
6,14.166666666666666,6,13.0,115.9,6,18,125.0,6,Yes,Graduate
5,12.0,5,11.8,131.6,10,19,134.0,10,Yes,Graduate
7,12.042857142857144,7,12.042857142857144,120.0,8,25,133.1,8,Yes,Graduate
4,13.0,5,12.2,109.7,10,19,117.0,9,Yes,Enrolled
8,15.5,7,12.8375,136.4,8,19,136.0,8,Yes,Graduate
7,11.7,7,11.0,120.0,13,24,120.0,13,Yes,Graduate
5,14.0,6,13.5,132.6,9,18,135.0,7,Yes,Graduate
6,12.714285714285714,6,12.125,112.9,7,19,122.0,8,Yes,Graduate
7,12.62857142857143,7,12.62857142857143,134.3,12,18,147.0,12,Yes,Graduate
4,11.4,3,10.666666666666666,123.2,7,27,120.0,9,Yes,Enrolled
5,11.6,5,11.2,117.2,13,19,121.0,11,Yes,Graduate
6,11.833333333333334,6,12.666666666666666,129.8,6,18,135.0,6,Yes,Dropout
0,0.0,4,13.5,158.0,6,34,130.0,7,No,Dropout
2,11.0,3,11.666666666666666,116.5,15,18,128.0,9,Yes,Enrolled
3,12.333333333333334,2,10.5,121.0,7,18,129.0,8,Yes,Enrolled
8,14.26875,8,14.26875,133.8,8,18,143.0,8,Yes,Enrolled
0,0.0,0,0.0,115.0,0,20,108.0,0,No,Dropout
3,13.333333333333334,2,10.5,131.8,11,19,130.0,8,Yes,Enrolled
1,10.0,5,11.2,121.0,15,21,135.0,11,Yes,Enrolled
5,14.833333333333334,5,12.0,152.4,6,26,140.0,5,Yes,Graduate
8,13.2125,7,12.228571428571428,110.2,10,27,120.0,9,Yes,Graduate
4,10.75,4,11.5,113.5,5,20,117.0,6,Yes,Graduate
6,16.428571428571427,6,15.375,144.4,7,18,151.0,8,Yes,Graduate
6,13.5,9,13.666666666666666,143.3,15,23,140.0,19,No,Enrolled
7,12.614285714285714,7,12.614285714285714,100.0,11,24,133.1,11,Yes,Graduate
6,11.5,5,12.2,126.3,6,19,130.0,7,Yes,Graduate
4,11.0,4,11.75,115.9,10,19,125.0,13,Yes,Graduate
3,10.0,5,11.4,114.9,9,19,125.0,9,Yes,Enrolled
2,10.0,5,10.6,121.0,14,18,135.0,10,Yes,Enrolled
11,11.454545454545457,13,10.923076923076923,112.3,13,22,121.0,16,Yes,Graduate
5,12.4,5,12.4,127.0,9,20,141.0,6,Yes,Graduate
0,0.0,0,0.0,120.0,6,25,130.0,6,Yes,Dropout
6,15.5,6,15.833333333333334,180.0,8,21,180.0,6,Yes,Graduate
6,11.708333333333334,5,11.8,117.4,9,19,117.0,12,Yes,Enrolled
6,13.666666666666666,6,12.571428571428571,115.8,6,18,127.0,7,Yes,Graduate
4,13.25,3,12.0,136.5,7,18,126.0,7,Yes,Graduate
8,14.444444444444445,7,13.3625,129.0,9,19,143.0,8,Yes,Graduate
5,16.0,5,15.4,137.6,5,19,144.0,6,Yes,Graduate
4,11.75,5,12.2,129.5,9,18,126.0,9,No,Dropout
11,13.545454545454543,11,12.818181818181818,129.1,11,20,140.0,11,Yes,Graduate
0,0.0,0,0.0,130.2,0,19,148.0,0,Yes,Dropout
17,13.554736842105264,17,13.394736842105264,134.3,19,28,100.0,21,Yes,Graduate
6,11.0,6,14.25,138.4,8,20,151.0,8,Yes,Graduate
7,14.714285714285714,9,13.444444444444445,120.0,7,30,120.0,19,Yes,Dropout
8,11.7375,7,12.285714285714286,123.5,10,19,135.0,8,Yes,Graduate
5,13.2,6,11.666666666666666,116.1,7,22,121.0,7,Yes,Graduate
6,13.5,6,12.166666666666666,110.8,6,18,116.0,8,Yes,Graduate
2,11.0,2,10.0,142.8,15,23,147.0,11,Yes,Dropout
6,15.0,6,14.0,155.5,6,18,160.0,6,Yes,Graduate
4,12.0,5,11.833333333333334,126.7,6,18,133.0,9,Yes,Enrolled
0,0.0,1,15.0,163.5,12,50,100.0,7,No,Dropout
0,0.0,0,0.0,161.9,0,19,151.0,0,Yes,Graduate
6,10.666666666666666,6,10.833333333333334,123.3,6,22,124.0,7,Yes,Graduate
6,14.0,6,13.142857142857142,137.5,6,23,140.0,7,Yes,Graduate
5,14.0,5,14.4,166.6,6,20,170.0,8,No,Dropout
0,0.0,0,0.0,103.5,0,44,133.1,0,No,Dropout
9,11.22222222222222,7,12.0,110.0,19,49,133.1,17,Yes,Graduate
10,12.8,9,12.2,128.2,12,46,100.0,13,Yes,Graduate
2,11.0,3,12.333333333333334,137.7,2,41,120.0,3,No,Dropout
8,12.48125,7,11.8375,128.8,9,18,133.0,8,Yes,Graduate
5,14.0,5,11.8,170.0,6,43,120.0,5,Yes,Graduate
0,0.0,0,0.0,116.4,9,70,133.1,5,No,Dropout
0,0.0,0,0.0,100.9,0,48,133.1,0,Yes,Dropout
13,12.384615384615383,19,12.68421052631579,136.0,13,41,133.1,19,Yes,Graduate
4,13.0,6,12.571428571428571,130.0,10,21,140.0,8,Yes,Enrolled
0,0.0,3,11.25,100.0,7,35,100.0,18,No,Dropout
4,15.5,4,14.0,157.0,9,44,133.1,13,Yes,Graduate
2,13.5,4,13.333333333333334,152.1,6,18,143.0,15,Yes,Dropout
6,13.666666666666666,6,13.666666666666666,162.9,6,45,165.0,7,Yes,Graduate
5,10.8,3,10.0,137.2,9,20,154.0,12,Yes,Enrolled
6,11.714285714285714,5,12.6,140.0,11,22,140.0,12,Yes,Graduate
1,17.0,3,17.333333333333332,146.5,11,39,140.0,10,Yes,Dropout
3,12.0,5,13.2,130.0,21,20,130.0,10,No,Enrolled
3,13.666666666666666,3,14.0,128.0,8,49,133.1,9,Yes,Dropout
1,12.5,4,13.875,190.0,1,43,190.0,4,Yes,Dropout
0,0.0,0,0.0,133.2,5,32,120.0,5,Yes,Dropout
7,14.857142857142858,9,13.11111111111111,124.3,7,47,100.0,9,Yes,Graduate
4,13.333333333333334,5,13.0,138.1,11,37,120.0,8,Yes,Dropout
7,12.142857142857142,10,12.5,144.3,7,41,133.1,10,Yes,Graduate
13,14.23076923076923,18,14.11111111111111,140.0,13,60,150.0,18,Yes,Graduate
9,15.77777777777778,11,14.727272727272728,148.3,9,47,120.0,11,Yes,Graduate
0,0.0,0,0.0,96.0,6,50,133.1,6,No,Dropout
0,0.0,0,0.0,121.7,5,45,133.1,5,Yes,Dropout
0,0.0,0,0.0,160.0,5,45,100.0,5,No,Dropout
5,11.6,4,13.5,110.3,6,33,133.1,7,Yes,Graduate
7,13.105714285714283,7,13.105714285714283,129.0,8,18,143.0,8,Yes,Graduate
5,14.4,5,13.5,150.0,5,43,120.0,8,Yes,Graduate
11,12.0,13,11.846153846153848,100.0,11,44,161.0,18,Yes,Graduate
0,0.0,0,0.0,107.5,5,29,133.1,5,Yes,Dropout
0,0.0,3,14.333333333333334,170.0,6,53,140.0,11,No,Dropout
5,17.6,5,15.8,123.0,5,37,123.0,10,Yes,Enrolled
5,12.4,5,13.8,138.5,7,18,142.0,16,Yes,Enrolled
3,12.0,6,12.666666666666666,140.0,11,35,133.1,18,Yes,Dropout
6,12.0,6,13.0,113.6,9,23,115.0,10,Yes,Enrolled
0,0.0,0,0.0,170.0,0,22,156.0,0,Yes,Graduate
0,0.0,1,11.0,115.5,0,33,140.0,6,No,Dropout
0,0.0,0,0.0,130.0,9,41,130.0,9,No,Dropout
